rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
1343,2025,2,Germany,DEU,276,847330,Machinery: parts and accessories of the machines of heading ,2770793.536658167,3945351.164,7.428,-1174557.6273418334,-29.770673851779684,0.9958626256049214,0.0011502606559259,1.8827221434122257e-06,0.9999981172778566,0.29546976474902253,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1344,2026,3,Germany,DEU,276,844399,"Printing machinery: parts and accessories, n.e.c. in item no",3127715.82085236,4473650.559,54.766,-1345934.7381476406,-30.085826337953826,0.9860473831106952,0.0015052307619635,1.224190384960284e-05,0.9999877580961504,0.29526875101003824,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1345,2024,1,Canada,CAN,124,852872,"Reception apparatus for television, whether or not incorpora",746015.9205706373,1002955.091,0.0,-256939.17042936257,-25.61821289258131,0.986432294581057,0.0045139430886933,0.0,1.0,0.29511740297549915,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1346,2026,3,Brazil,BRA,76,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",957397.1567347742,1261222.513,0.0,-303825.3562652258,-24.08975047095641,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.29497765029040574,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1347,2025,2,Japan,JPN,392,852990,Reception and transmission apparatus: for use with the appar,1294796.629963423,1800014.473,0.0,-505217.8430365773,-28.06743226872806,0.9873945732569614,0.0061086604437493,0.0,1.0,0.29493506213264803,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1348,2026,3,China,CHN,156,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",2397079.8756178245,3329663.688,0.0,-932583.8123821756,-28.00834858316704,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.2945795431801469,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1349,2024,1,Rep. of Korea,KOR,410,853400,Circuits: printed,2058999.5515793613,2839981.814,0.0,-780982.2624206385,-27.499551531305634,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.2935576960808884,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1350,2026,3,"China, Hong Kong SAR",HKG,344,847330,Machinery: parts and accessories of the machines of heading ,7726518.724094452,15365095.025,0.0,-7638576.300905548,-49.71382401786056,0.9958626256049214,0.0011502606559259,0.0,1.0,0.29312094330008603,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1351,2026,3,Netherlands,NLD,528,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",1152469.6909863164,1551370.531,0.26,-398900.84001368354,-25.71280245709937,0.9900889535494942,0.0003212903647492,1.6759374682230574e-07,0.9999998324062532,0.2930234403874963,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1352,2024,1,United Arab Emirates,ARE,784,852872,"Reception apparatus for television, whether or not incorpora",665978.4977818978,907919.469,0.0,-241940.97121810223,-26.647844823129603,0.986432294581057,0.0045139430886933,0.0,1.0,0.292396453859944,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1353,2026,3,Nigeria,NGA,566,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1020230.2335396912,1370849.863,0.0,-350619.6294603087,-25.576807418793805,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.2920664527772866,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1354,2025,2,China,CHN,156,901380,"Optical devices, appliances and instruments: n.e.c. in headi",948080.4098581672,1527016.138,0.0,-578935.7281418327,-37.912875557431256,0.8755777911168537,,0.0,1.0,0.29174976974583294,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1355,2025,2,Singapore,SGP,702,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1108544.7269985017,1513908.425,0.0,-405363.6980014986,-26.77597213328796,0.9860473831106952,0.0015052307619635,0.0,1.0,0.2910208764445346,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1356,2026,3,Spain,ESP,724,852872,"Reception apparatus for television, whether or not incorpora",693754.08520452,959056.276,231.705,-265302.1907954799,-27.66283871286401,0.986432294581057,0.0045139430886933,0.0002415968758021,0.999758403124198,0.2903110667718118,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1357,2026,3,China,CHN,156,847330,Machinery: parts and accessories of the machines of heading ,6181513.962702906,10491516.75,0.0,-4310002.787297094,-41.08083597442757,0.9958626256049214,0.0011502606559259,0.0,1.0,0.2900702153361079,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1358,2026,3,Rep. of Korea,KOR,410,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1172992.452063602,1607264.788,0.0,-434272.335936398,-27.019339885917915,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.2897665235925106,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1359,2026,3,Mexico,MEX,484,844399,"Printing machinery: parts and accessories, n.e.c. in item no",644430.79011734,873805.563,0.0,-229374.77288265992,-26.25009299496299,0.9860473831106952,0.0015052307619635,0.0,1.0,0.28952781883785245,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1360,2026,3,France,FRA,251,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1204511.5597397631,1667143.6,78.463,-462632.0402602367,-27.749981480913625,0.9860473831106952,0.0015052307619635,4.706433207073464e-05,0.9999529356679293,0.28942460881324195,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1361,2024,1,Malaysia,MYS,458,853400,Circuits: printed,2042898.736280852,2905094.524,0.0,-862195.7877191477,-29.678751606746268,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.28867395149413394,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1362,2024,1,Mexico,MEX,484,853400,Circuits: printed,2067364.2344924267,2950893.128,0.0,-883528.8935075733,-29.941067167905015,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.28823680922954625,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1363,2026,3,Japan,JPN,392,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1158120.648354964,1615105.8,0.0,-456985.151645036,-28.294440627049696,0.9860473831106952,0.0015052307619635,0.0,1.0,0.28796492929752177,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1364,2026,3,Japan,JPN,392,852990,Reception and transmission apparatus: for use with the appar,1237781.7820647117,1800014.473,0.0,-562232.6909352883,-31.234898350469447,0.9873945732569614,0.0061086604437493,0.0,1.0,0.28764466500778285,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1365,2025,2,Spain,ESP,724,852872,"Reception apparatus for television, whether or not incorpora",680894.7410084016,959056.276,231.705,-278161.53499159834,-29.003671833705653,0.986432294581057,0.0045139430886933,0.0002415968758021,0.999758403124198,0.28728930728264745,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1366,2025,2,China,CHN,156,847170,Units of automatic data processing machines: storage units,6138707.112183448,10442746.106,0.0,-4304038.993816553,-41.21558592086824,0.9895115863439514,0.0002894165660946,0.0,1.0,0.28724555432439236,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1367,2025,2,Mexico,MEX,484,844399,"Printing machinery: parts and accessories, n.e.c. in item no",634679.2280046241,873805.563,0.0,-239126.33499537583,-27.366080638625533,0.9860473831106952,0.0015052307619635,0.0,1.0,0.2870182118652771,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1368,2025,2,"China, Hong Kong SAR",HKG,344,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1416269.1258570584,2007906.592,0.0,-591637.4661429417,-29.46538790699591,0.9860473831106952,0.0015052307619635,0.0,1.0,0.2868637886280738,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1369,2025,2,Rep. of Korea,KOR,410,847330,Machinery: parts and accessories of the machines of heading ,2782188.251995457,4200422.416,0.0,-1418234.164004543,-33.76408426453229,0.9958626256049214,0.0011502606559259,0.0,1.0,0.28675381515477383,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1370,2025,2,"Other Asia, nes",S19,490,847330,Machinery: parts and accessories of the machines of heading ,2938968.794716452,4492479.264,0.0,-1553510.4692835475,-34.58024796535929,0.9958626256049214,0.0011502606559259,0.0,1.0,0.2858541439687405,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1371,2026,3,Singapore,SGP,702,847150,Units of automatic data processing machines: processing unit,1479553.7034986385,2123431.51,0.0,-643877.8065013613,-30.32251351028324,0.9943229797234742,0.0003088252491352,0.0,1.0,0.2855864734511076,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1372,2026,3,"China, Hong Kong SAR",HKG,344,852990,Reception and transmission apparatus: for use with the appar,3357667.612435432,5390088.204,0.0,-2032420.591564568,-37.7066295511881,0.9873945732569614,0.0061086604437493,0.0,1.0,0.2855154492274822,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1373,2026,3,Rep. of Korea,KOR,410,852990,Reception and transmission apparatus: for use with the appar,1139324.9039252969,1677143.357,0.0,-537818.4530747032,-32.06753023407189,0.9873945732569614,0.0061086604437493,0.0,1.0,0.28525175023611826,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1374,2025,2,Japan,JPN,392,847130,"Automatic data processing machines: portable, weighing not m",4515194.107649352,7350653.011999999,0.0,-2835458.904350647,-38.57424503267584,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.28507694075484397,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1375,2025,2,Netherlands,NLD,528,847330,Machinery: parts and accessories of the machines of heading ,2221885.1177861253,3325086.285,0.05,-1103201.1672138749,-33.178121487872154,0.9958626256049214,0.0011502606559259,1.5037203763871652e-08,0.9999999849627962,0.2848437750082336,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1376,2025,2,Japan,JPN,392,852872,"Reception apparatus for television, whether or not incorpora",1094953.0243299676,1598302.9819999998,0.0,-503349.9576700323,-31.492774732871787,0.986432294581057,0.0045139430886933,0.0,1.0,0.2841917770347433,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1377,2025,2,USA,USA,842,847170,Units of automatic data processing machines: storage units,4558559.608402273,7415012.148,0.0,-2856452.539597728,-38.52256048384464,0.9895115863439514,0.0002894165660946,0.0,1.0,0.2841469074442339,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1378,2025,2,Japan,JPN,392,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1260860.9512142476,1797610.75,0.0,-536749.7987857524,-29.85906703026517,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.284023861706978,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1379,2026,3,Mexico,MEX,484,847330,Machinery: parts and accessories of the machines of heading ,6130136.371654536,10939345.103,0.0,-4809208.7313454645,-43.96249214248292,0.9958626256049214,0.0011502606559259,0.0,1.0,0.2840079385939317,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1380,2025,2,United Kingdom,GBR,826,847130,"Automatic data processing machines: portable, weighing not m",4310982.188851408,7032238.769,1.765,-2721256.5801485926,-38.69687406156662,0.9974022714863688,4.579819987309988e-05,2.509869272045475e-07,0.9999997490130728,0.2836415289182204,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1381,2025,2,"China, Hong Kong SAR",HKG,344,847130,"Automatic data processing machines: portable, weighing not m",3625916.17037172,5825156.930999999,0.0,-2199240.760628279,-37.75418905754248,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.2818036835500297,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
